seqid	start	stop	tir1	tir2	tsd1	tsd2	sim
NW_68322.1	23748	24401	20	22	3	3	100.00
NW_68322.1	31453	35099	40	37	3	3	100.00
NW_68322.1	42196	47156	20	21	2	2	86.36
NW_68322.1	62202	63035	25	19	6	6	100.00
NW_68322.1	84780	86396	20	19	2	2	100.00
NW_68322.1	112583	115590	73	66	7	7	100.00
NW_68322.1	157050	161145	20	18	2	2	100.00
NW_68322.1	210790	212657	45	46	2	2	97.78
NW_68322.1	216789	216855	63	64	3	3	90.77
NW_68322.1	222750	223941	90	87	2	2	98.88
NW_68322.1	229935	230587	63	67	3	3	100.00
NW_68322.1	238040	241959	68	65	3	3	100.00
NW_68322.1	252323	252690	56	60	2	2	100.00
NW_68322.1	256771	261462	28	27	3	3	100.00
NW_68322.1	266454	269266	37	41	2	2	84.62
NW_68322.1	273265	276642	28	25	3	3	100.00
NW_68322.1	301909	303340	53	56	2	2	100.00
NW_68322.1	322033	326511	34	37	3	3	97.06
NW_68322.1	329613	331821	64	64	2	2	100.00
NW_68322.1	378426	380301	34	36	3	3	100.00
NW_68323.1	665	3138	60	59	2	2	98.33
NW_68323.1	11669	13892	34	34	2	2	96.97
NW_68323.1	14434	14549	108	111	5	5	98.21
NW_68323.1	16851	18520	29	27	2	2	96.43
NW_68323.1	22286	24474	33	28	2	2	87.50
NW_68323.1	35711	38114	28	24	2	2	92.86
NW_68323.1	38964	39096	129	130	2	2	98.45
NW_68323.1	59675	60331	21	21	2	2	100.00
NW_68323.1	68931	73368	39	36	2	2	100.00
NW_68323.1	83386	87965	242	252	2	2	80.00
NW_68323.1	95485	97134	52	53	2	2	96.15
NW_68323.1	101165	106099	28	27	2	2	100.00
NW_68323.1	140634	140712	65	72	7	7	94.37
NW_68323.1	143471	143748	59	61	2	2	90.32
NW_68323.1	145373	147321	58	69	2	2	100.00
NW_68323.1	227474	231264	48	52	2	2	95.74
NW_68323.1	244288	246726	21	19	2	2	100.00
NW_68323.1	258905	258980	72	74	2	2	95.89
NW_68323.1	279499	280398	173	174	4	4	86.21
NW_68323.1	281794	282261	48	51	5	5	100.00
NW_68324.1	6109	6182	71	70	3	3	95.83
NW_68324.1	8779	11775	111	114	2	2	97.27
NW_68324.1	29378	32862	26	25	3	3	100.00
NW_68324.1	43470	47342	74	69	4	4	95.89
NW_68324.1	49209	51463	48	48	3	3	100.00
NW_68324.1	80366	81222	39	40	3	3	92.31
NW_68324.1	87330	87776	43	40	3	3	100.00
NW_68324.1	121944	123862	59	60	3	3	88.33
NW_68324.1	125467	126502	32	34	2	2	90.91
NW_68324.1	134874	136730	97	96	3	3	96.94
NW_68324.1	148916	149157	74	75	5	5	98.65
NW_68324.1	158331	160339	45	43	2	2	97.73
NW_68324.1	174787	175264	35	34	3	3	100.00
NW_68324.1	200991	201731	46	41	5	5	100.00
NW_68324.1	222155	224667	87	78	9	9	100.00
NW_68324.1	233640	233750	109	111	2	2	92.73
NW_68324.1	241134	242837	51	56	2	2	86.27
NW_68324.1	245793	248657	29	28	2	2	93.10
NW_68324.1	260645	262442	43	43	2	2	90.48
NW_68324.1	275726	279943	108	104	2	2	80.37
NW_68324.1	288393	290786	38	37	3	3	94.74
NW_68324.1	302746	303099	114	109	2	2	92.92
NW_68324.1	319863	320319	22	27	3	3	95.45
NW_68324.1	324086	326856	73	80	2	2	82.28
NW_68324.1	329240	329637	29	29	2	2	92.86
NW_68325.1	116	259	140	142	2	2	82.98
NW_68325.1	5558	8132	21	19	3	3	95.00
NW_68325.1	16355	16919	86	90	2	2	91.11
NW_68325.1	33794	38334	60	59	3	3	86.67
NW_68325.1	43814	44198	21	27	2	2	100.00
NW_68325.1	57475	57574	96	94	2	2	97.89
NW_68325.1	65446	66265	39	29	10	10	100.00
NW_68325.1	81637	84021	30	27	2	2	83.33
NW_68325.1	84421	88338	25	24	2	2	100.00
NW_68325.1	107191	111041	50	46	3	3	97.96
NW_68325.1	127187	127624	98	98	2	2	97.96
NW_68325.1	137734	139000	21	24	2	2	100.00
NW_68325.1	152020	154588	89	89	2	2	100.00
NW_68325.1	170186	170996	44	42	2	2	100.00
NW_68325.1	228325	228500	53	48	4	4	98.08
NW_68325.1	239752	242499	37	42	2	2	97.30
NW_68325.1	243899	246576	26	25	3	3	100.00
NW_68325.1	255788	259993	60	60	2	2	96.61
NW_68325.1	263381	266554	52	52	2	2	96.23
NW_68325.1	275673	275773	97	91	3	3	90.22
NW_68325.1	279866	283971	21	21	6	6	100.00
NW_68325.1	290801	292704	20	18	2	2	100.00
NW_68325.1	309377	311755	33	37	2	2	100.00
NW_68325.1	325371	325884	23	20	3	3	100.00
NW_68325.1	368422	371248	38	36	2	2	100.00
NW_68325.1	377262	377775	35	32	3	3	100.00
NW_68325.1	425896	426141	20	18	4	4	100.00
NW_68325.1	443222	443394	171	167	2	2	97.04
NW_68325.1	472982	473804	28	25	3	3	100.00
NW_68325.1	496288	499449	224	216	3	3	82.51
NW_68325.1	502601	506114	55	51	2	2	83.33
NW_68325.1	507725	509884	33	27	6	6	100.00
NW_68325.1	518650	520675	71	72	2	2	93.15
NW_68325.1	521220	524961	82	84	2	2	86.90
NW_68325.1	528221	529611	23	21	2	2	100.00
NW_68325.1	536320	539561	64	62	2	2	98.41
NW_68325.1	551993	554640	71	70	2	2	100.00
NW_68325.1	581479	585168	109	117	2	2	96.30
NW_68325.1	593217	596447	17	25	2	2	84.21
NW_68325.1	600829	601750	42	40	2	2	100.00
NW_68325.1	607396	608878	29	31	2	2	100.00
NW_68325.1	629359	629608	50	48	3	3	96.00
NW_68325.1	637056	637172	114	113	2	2	96.49
NW_68325.1	644732	644998	47	47	10	10	91.49
NW_68325.1	650689	650887	75	70	2	2	95.95
NW_68325.1	663453	664728	22	24	2	2	100.00
NW_68325.1	686171	687156	59	60	2	2	93.44
NW_68325.1	696802	698155	59	55	4	4	100.00
NW_68325.1	706202	706603	29	20	9	9	100.00
NW_68326.1	7342	9698	38	35	3	3	100.00
NW_68326.1	27302	27903	68	66	2	2	98.51
NW_68326.1	49613	52917	31	29	2	2	100.00
NW_68326.1	66747	67764	20	18	4	4	100.00
NW_68326.1	84792	88389	33	28	5	5	100.00
NW_68326.1	132429	137440	23	23	2	2	100.00
NW_68326.1	177303	179313	66	63	5	5	100.00
NW_68326.1	202963	205908	30	30	2	2	100.00
NW_68326.1	252681	252953	21	19	2	2	100.00
NW_68326.1	254341	254649	41	39	2	2	100.00
NW_68326.1	280672	283514	49	54	3	3	100.00
NW_68326.1	301334	305709	45	44	4	4	97.78
NW_68326.1	316888	317054	49	46	3	3	100.00
NW_68326.1	334899	338517	40	35	2	2	87.18
NW_68326.1	340950	343478	21	20	2	2	100.00
NW_68326.1	401117	402123	40	38	2	2	100.00
NW_68326.1	420734	422450	78	78	2	2	100.00
NW_68327.1	1864	5435	31	41	2	2	100.00
NW_68327.1	21236	25096	39	39	2	2	92.11
NW_68327.1	29457	29765	38	38	2	2	86.49
NW_68327.1	35786	39604	19	23	2	2	94.74
NW_68327.1	45105	47345	28	27	3	3	100.00
NW_68327.1	62781	65175	21	26	2	2	100.00
NW_68327.1	69873	69930	56	51	3	3	94.55
NW_68327.1	81512	82239	62	67	3	3	82.81
NW_68327.1	86965	91837	34	33	3	3	87.88
NW_68327.1	97002	99207	115	117	2	2	94.74
NW_68327.1	108781	109082	32	26	6	6	93.55
NW_68327.1	135688	140484	23	21	2	2	100.00
NW_68327.1	147211	150950	85	84	3	3	82.14
NW_68327.1	170623	171193	32	30	2	2	100.00
NW_68327.1	191522	195119	21	19	2	2	100.00
NW_68327.1	219541	224634	114	120	2	2	97.35
NW_68327.1	228680	228997	109	104	3	3	82.41
NW_68327.1	248122	248275	62	65	2	2	90.32
NW_68327.1	258288	260622	23	24	2	2	100.00
NW_68327.1	295551	298635	38	34	4	4	100.00
NW_68327.1	347647	350448	55	53	3	3	98.18
NW_68327.1	357123	357711	32	29	3	3	100.00
NW_68327.1	453398	457370	49	40	9	9	100.00
